"","x"
"37950",13465
"37951",9032
"37952",20662
"37953",74280
"37954",19948
"37955",12672
"37956",95227
"37957",21458
"37958",60466
"37959",86621
"37960",34914
"37961",48300
"37962",61477
"37963",70224
"37964",5610
"37965",169
"37966",82710
"37967",82008
"37968",46590
"37969",1365
"37970",447
"37971",97584
"37972",49362
"37973",73804
"37974",7506
"37975",25241
"37976",38541
"37977",93678
"37978",88847
"37979",19904
"37980",38051
"37981",59378
"37982",72013
"37983",16247
"37984",20855
"37985",74560
"37986",25049
"37987",71630
"37988",22300
"37989",60719
"37990",66424
"37991",48328
"37992",71592
"37993",52736
"37994",32266
"37995",89149
"37996",65420
"37997",26456
"37998",31579
"37999",37576
"38000",34407
"38001",22033
"38002",18083
"38003",36971
"38004",98158
"38005",59770
"38006",54789
"38007",9964
"38008",37114
"38009",42560
"38010",10749
"38011",49212
"38012",1968
"38013",29568
"38014",62918
"38015",57937
"38016",96257
"38017",21800
"38018",24002
"38019",74117
"38020",33743
"38021",481
"38022",93953
"38023",311
"38024",45578
"38025",76647
"38026",49524
"38027",27778
"38028",70374
"38029",43132
"38030",83787
"38031",37000
"38032",51629
"38033",61041
"38034",53023
"38035",30006
"38036",21316
"38037",4686
"38038",91784
"38039",37917
"38040",89621
"38041",46575
"38042",2479
"38043",42611
"38044",22994
"38045",66580
"38046",44146
"38047",2866
"38048",41514
"38049",61089
"38050",55700
"38051",39960
"38052",48830
"38053",27159
"38054",50052
"38055",56781
"38056",82804
"38057",85920
"38058",31587
"38059",8011
"38060",96684
"38061",49254
"38062",21043
"38063",28135
"38064",64279
"38065",85534
"38066",77115
"38067",4535
"38068",45027
"38069",34037
"38070",97049
"38071",26122
"38072",37474
"38073",85572
"38074",53353
"38075",18466
"38076",71297
"38077",82294
"38078",30689
"38079",60393
"38080",98141
"38081",21023
"38082",76310
"38083",36592
"38084",28029
"38085",45233
"38086",44264
"38087",84038
"38088",71814
"38089",41834
"38090",72165
"38091",98779
"38092",69051
"38093",62861
"38094",60766
"38095",80327
"38096",19955
"38097",96715
"38098",28893
"38099",95566
"38100",51654
"38101",22218
"38102",41671
"38103",43843
"38104",71406
"38105",57889
"38106",67712
"38107",79250
"38108",6763
"38109",86992
"38110",2198
"38111",64910
"38112",56895
"38113",48172
"38114",81806
"38115",59440
"38116",95459
"38117",69690
"38118",20097
"38119",43191
"38120",25816
"38121",40601
"38122",50354
"38123",5422
"38124",53096
"38125",32610
"38126",83818
"38127",36705
"38128",21751
"38129",60385
"38130",12709
"38131",11251
"38132",28245
"38133",84151
"38134",4669
"38135",77472
"38136",82929
"38137",45809
"38138",99167
"38139",31195
"38140",87435
"38141",48058
"38142",90224
"38143",20682
"38144",55426
"38145",35437
"38146",15123
"38147",12988
"38148",88252
"38149",68210
"38150",26478
"38151",33522
"38152",30369
"38153",23433
"38154",28787
"38155",40145
"38156",25892
"38157",52838
"38158",31542
"38159",54807
"38160",5190
"38161",9845
"38162",38197
"38163",41870
"38164",90605
"38165",60514
"38166",29010
"38167",2602
"38168",38850
"38169",49081
"38170",10511
"38171",89282
"38172",8611
"38173",33937
"38174",73849
"38175",10656
"38176",17996
"38177",16105
"38178",66055
"38179",20056
"38180",58648
"38181",23096
"38182",46026
"38183",31692
"38184",99336
"38185",51668
"38186",12652
"38187",51169
"38188",18196
"38189",56518
"38190",45335
"38191",11550
"38192",82803
"38193",35204
"38194",7230
"38195",27651
"38196",58004
"38197",24576
"38198",86783
"38199",39441
"38200",55082
"38201",71229
"38202",63983
"38203",87048
"38204",53026
"38205",71037
"38206",37331
"38207",30831
"38208",17812
"38209",54234
"38210",22131
"38211",24556
"38212",33089
"38213",72113
"38214",90241
"38215",1304
"38216",11148
"38217",6666
"38218",14566
"38219",9847
"38220",45573
"38221",42059
"38222",54708
"38223",75794
"38224",20983
"38225",5382
"38226",25466
"38227",60246
"38228",44352
"38229",7466
"38230",61059
"38231",9704
"38232",41221
"38233",54649
"38234",8348
"38235",65506
"38236",11323
"38237",89756
"38238",98312
"38239",35138
"38240",14887
"38241",54878
"38242",68601
"38243",66242
"38244",26349
"38245",82768
"38246",23941
"38247",69841
"38248",68939
"38249",99516
"38250",71186
"38251",55696
"38252",4769
"38253",79524
"38254",63460
"38255",75405
"38256",29250
"38257",66570
"38258",71728
"38259",15227
"38260",38812
"38261",48483
"38262",91282
"38263",95396
"38264",88601
"38265",40334
"38266",29341
"38267",34636
"38268",86329
"38269",27973
"38270",72526
"38271",32547
"38272",17785
"38273",81148
"38274",52988
"38275",52481
"38276",6676
"38277",88309
"38278",19330
"38279",59515
"38280",82673
"38281",14856
"38282",31982
"38283",27410
"38284",91975
"38285",32486
"38286",21949
"38287",9180
"38288",26398
"38289",98027
"38290",24999
"38291",78163
"38292",82184
"38293",11090
"38294",48118
"38295",95068
"38296",4881
"38297",84778
"38298",67081
"38299",44189
"38300",93764
"38301",33736
"38302",83740
"38303",87517
"38304",13681
"38305",55170
"38306",68565
"38307",32605
"38308",31879
"38309",89054
"38310",63487
"38311",5345
"38312",47013
"38313",93664
"38314",76512
"38315",1943
"38316",55819
"38317",55244
"38318",37500
"38319",62900
"38320",91808
"38321",21742
"38322",93209
"38323",19592
"38324",68488
"38325",40013
"38326",51981
"38327",77045
"38328",39876
"38329",46869
"38330",9542
"38331",18207
"38332",40114
"38333",92203
"38334",40419
"38335",51096
"38336",38160
"38337",29964
"38338",69462
"38339",71713
"38340",85094
"38341",42637
"38342",55753
"38343",87780
"38344",3591
"38345",12143
"38346",58724
"38347",1517
"38348",70784
"38349",82100
"38350",69236
"38351",82461
"38352",25124
"38353",5310
"38354",69000
"38355",9526
"38356",82548
"38357",24911
"38358",97806
"38359",64538
"38360",60544
"38361",66522
"38362",62114
"38363",20352
"38364",93626
"38365",10164
"38366",59389
"38367",94148
"38368",40912
"38369",96965
"38370",74329
"38371",23450
"38372",51008
"38373",6577
"38374",3106
"38375",31235
"38376",55428
"38377",97468
"38378",81308
"38379",69194
"38380",3598
"38381",36906
"38382",13582
"38383",38616
"38384",23732
"38385",3503
"38386",49730
"38387",17602
"38388",560
"38389",79866
"38390",40624
"38391",32999
"38392",3934
"38393",51920
"38394",20574
"38395",6791
"38396",56952
"38397",65987
"38398",25353
"38399",34478
"38400",99054
"38401",39489
"38402",45187
"38403",70839
"38404",91269
"38405",38256
"38406",54282
"38407",17120
"38408",36524
"38409",1084
"38410",70833
"38411",12391
"38412",12256
"38413",90078
"38414",30315
"38415",54410
"38416",91594
"38417",63481
"38418",39492
"38419",35476
"38420",42846
"38421",86523
"38422",31418
"38423",55097
"38424",51002
"38425",38371
"38426",79888
"38427",51226
"38428",51123
"38429",51239
"38430",26904
"38431",64558
"38432",4411
"38433",90130
"38434",68465
"38435",7610
"38436",50085
"38437",18964
"38438",72454
"38439",92734
"38440",59547
"38441",52365
"38442",83700
"38443",23539
"38444",81258
"38445",47110
"38446",95126
"38447",80126
"38448",50301
"38449",91542
"38450",82162
"38451",38172
"38452",24551
"38453",55463
"38454",61728
"38455",82325
"38456",34546
"38457",64613
"38458",40971
"38459",38109
"38460",73340
"38461",86140
"38462",44647
"38463",26244
"38464",16334
"38465",54895
"38466",79046
"38467",37110
"38468",36219
"38469",75512
"38470",37936
"38471",40432
"38472",13216
"38473",39535
"38474",94430
"38475",10136
"38476",20963
"38477",16142
"38478",35596
"38479",39010
"38480",78352
"38481",84618
"38482",18893
"38483",12152
"38484",10237
"38485",58557
"38486",99216
"38487",33807
"38488",27368
"38489",75244
"38490",79643
"38491",73432
"38492",37715
"38493",60839
"38494",25571
"38495",87439
"38496",36001
"38497",68314
"38498",39887
"38499",24314
"38500",41808
"38501",88915
"38502",9849
"38503",13981
"38504",35458
"38505",82017
"38506",81699
"38507",26336
"38508",99329
"38509",28300
"38510",87825
"38511",89871
"38512",86451
"38513",21947
"38514",56557
"38515",20347
"38516",60395
"38517",74051
"38518",20586
"38519",61479
"38520",37335
"38521",57822
"38522",51307
"38523",52047
"38524",52053
"38525",96899
"38526",74445
"38527",11538
"38528",85247
"38529",68607
"38530",53034
"38531",77052
"38532",1907
"38533",97696
"38534",34061
"38535",28275
"38536",22243
"38537",89314
"38538",27149
"38539",89782
"38540",34987
"38541",49550
"38542",98056
"38543",85959
"38544",59698
"38545",40636
"38546",90531
"38547",61551
"38548",92361
"38549",63282
"38550",10182
"38551",17061
"38552",60270
"38553",66521
"38554",52855
"38555",57399
"38556",55531
"38557",92654
"38558",11671
"38559",73673
"38560",36636
"38561",22044
"38562",24657
"38563",11320
"38564",17823
"38565",44147
"38566",20915
"38567",17921
"38568",55664
"38569",20111
"38570",45212
"38571",37088
"38572",9417
"38573",1071
"38574",82690
"38575",92033
"38576",24799
"38577",9073
"38578",53158
"38579",72523
"38580",84366
"38581",36125
"38582",81698
"38583",20463
"38584",75378
"38585",36908
"38586",95597
"38587",29948
"38588",89676
"38589",15985
"38590",51540
"38591",91727
"38592",70974
"38593",46509
"38594",16151
"38595",1424
"38596",58070
"38597",9906
"38598",78854
"38599",38450
"38600",85868
"38601",83725
"38602",73285
"38603",52503
"38604",39437
"38605",87692
"38606",48459
"38607",72437
"38608",97236
"38609",86963
"38610",2522
"38611",69183
"38612",27629
"38613",96148
"38614",93917
"38615",68161
"38616",68189
"38617",51388
"38618",41127
"38619",45970
"38620",17470
"38621",85808
"38622",38125
"38623",16081
"38624",32942
"38625",96795
"38626",98037
"38627",75020
"38628",60685
"38629",4572
"38630",38440
"38631",85823
"38632",65657
"38633",31270
"38634",47982
"38635",36052
"38636",90684
"38637",42101
"38638",11564
"38639",532
"38640",98069
"38641",49600
"38642",35872
"38643",71468
"38644",82050
"38645",10177
"38646",6774
"38647",4737
"38648",21131
"38649",82664
"38650",77410
"38651",82950
"38652",78537
"38653",8435
"38654",57108
"38655",24919
"38656",56537
"38657",73348
"38658",38722
"38659",90139
"38660",50125
"38661",24943
"38662",68093
"38663",50811
"38664",37104
"38665",13325
"38666",64064
"38667",10541
"38668",72837
"38669",78441
"38670",3228
"38671",25394
"38672",84517
"38673",63322
"38674",68035
"38675",90730
"38676",45838
"38677",41948
"38678",66773
"38679",96034
"38680",10876
"38681",76457
"38682",83637
"38683",95847
"38684",80814
"38685",4891
"38686",91549
"38687",98822
"38688",31886
"38689",83730
"38690",6672
"38691",4588
"38692",95841
"38693",43900
"38694",27728
"38695",91790
"38696",66554
"38697",73561
"38698",87280
"38699",75508
"38700",39596
"38701",95415
"38702",31362
"38703",48928
"38704",19608
"38705",66717
"38706",3267
"38707",90624
"38708",95181
"38709",63527
"38710",31812
"38711",855
"38712",30699
"38713",98990
"38714",36459
"38715",60507
"38716",51554
"38717",25918
"38718",87871
"38719",76492
"38720",134
"38721",2313
"38722",11249
"38723",91821
"38724",36686
"38725",20846
"38726",25613
"38727",99939
"38728",26308
"38729",12565
"38730",26300
"38731",54846
"38732",22311
"38733",21228
"38734",96497
"38735",95971
"38736",1647
"38737",59776
"38738",17716
"38739",56736
"38740",99905
"38741",96060
"38742",6966
"38743",30934
"38744",51415
"38745",85124
"38746",23850
"38747",33266
"38748",92899
"38749",38178
"38750",21872
"38751",38890
"38752",59601
"38753",59451
"38754",24015
"38755",95207
"38756",24434
"38757",40998
"38758",32316
"38759",55011
"38760",6305
"38761",8509
"38762",43358
"38763",72960
"38764",34459
"38765",16109
"38766",89758
"38767",51318
"38768",2357
"38769",73032
"38770",12585
"38771",61790
"38772",77648
"38773",97776
"38774",56842
"38775",8764
"38776",4114
"38777",41773
"38778",93797
"38779",93887
"38780",22339
"38781",15365
"38782",18135
"38783",26641
"38784",36152
"38785",86604
"38786",56803
"38787",17196
"38788",44835
"38789",63449
"38790",75259
"38791",31899
"38792",68856
"38793",80882
"38794",87146
"38795",93460
"38796",75662
"38797",93653
"38798",62917
"38799",78829
"38800",39639
"38801",55722
"38802",89943
"38803",91384
"38804",97580
"38805",98383
"38806",37564
"38807",90711
"38808",90383
"38809",98340
"38810",20325
"38811",14765
"38812",50976
"38813",85503
"38814",64889
"38815",30011
"38816",74683
"38817",48681
"38818",89859
"38819",33280
"38820",77238
"38821",63336
"38822",40214
"38823",69571
"38824",35672
"38825",18821
"38826",89580
"38827",3155
"38828",34775
"38829",46895
"38830",87637
"38831",30061
"38832",91687
"38833",26248
"38834",14284
"38835",16066
"38836",64730
"38837",31116
"38838",61113
"38839",3712
"38840",35908
"38841",32496
"38842",86650
"38843",77698
"38844",5530
"38845",67836
"38846",48374
"38847",81033
"38848",9806
"38849",44623
"38850",80994
"38851",78780
"38852",9467
"38853",76482
"38854",36579
"38855",15951
"38856",26834
"38857",9873
"38858",99622
"38859",72994
"38860",80125
"38861",52076
"38862",22624
"38863",10647
"38864",12214
"38865",82521
"38866",74564
"38867",36987
"38868",13952
"38869",98810
"38870",83890
"38871",41812
"38872",18141
"38873",58855
"38874",59009
"38875",26988
"38876",32713
"38877",66328
"38878",54337
"38879",68648
"38880",37819
"38881",44219
"38882",16490
"38883",9690
"38884",85500
"38885",22768
"38886",90980
"38887",53483
"38888",51566
"38889",76499
"38890",41633
"38891",7487
"38892",62284
"38893",6370
"38894",2690
"38895",93019
"38896",38598
"38897",59356
"38898",388
"38899",70049
"38900",76811
"38901",79703
"38902",2516
"38903",87025
"38904",69383
"38905",85592
"38906",34657
"38907",51577
"38908",33457
"38909",22570
"38910",9086
"38911",20749
"38912",64426
"38913",49452
"38914",57682
"38915",67606
"38916",75844
"38917",31908
"38918",45579
"38919",53244
"38920",55688
"38921",69138
"38922",67276
"38923",82553
"38924",45933
"38925",87407
"38926",16011
"38927",76590
"38928",43428
"38929",57177
"38930",1886
"38931",76289
"38932",8524
"38933",17817
"38934",79289
"38935",42882
"38936",94315
"38937",74839
"38938",55707
"38939",15479
"38940",47923
"38941",48675
"38942",59551
"38943",89923
"38944",9530
"38945",36855
"38946",78469
"38947",70334
"38948",97108
"38949",46627
"38950",12856
"38951",97526
"38952",50771
"38953",80550
"38954",58263
"38955",19972
"38956",67077
"38957",56351
"38958",9584
"38959",74787
"38960",42374
"38961",92775
"38962",48231
"38963",57315
"38964",71065
"38965",46760
"38966",96999
"38967",17580
"38968",33431
"38969",29351
"38970",83277
"38971",146
